"lang"
{
"Language"	"ukrainian"
"glados.taunt_small_wave04"	"<clr:163,193,173>ҐЛаДОС: Припиніть махати."
"[english]glados.taunt_small_wave04"	"<clr:163,193,173>GLaDOS: Stop with the waves."
"glados.taunt_small_wave_portalgun01"	"<clr:163,193,173>ҐЛаДОС: Хочете привернути мою увагу? Я, взагалі-то, дуже зайнята зараз, якщо вам цікаво."
"[english]glados.taunt_small_wave_portalgun01"	"<clr:163,193,173>GLaDOS: Are you trying to get my attention? I am very busy, you know."
"glados.taunt_small_wave_portalgun02"	"<clr:163,193,173>ҐЛаДОС: Я не звертаю на вас ува-а-а-ги-и-и…"
"[english]glados.taunt_small_wave_portalgun02"	"<clr:163,193,173>GLaDOS: Not paying attennnntion..."
"glados.taunt_small_wave_portalgun03"	"<clr:163,193,173>ҐЛаДОС: І що, ви очікуєте шалених оплесків?"
"[english]glados.taunt_small_wave_portalgun03"	"<clr:163,193,173>GLaDOS: Are you expecting applause?"
"glados.taunt_somersault01"	"<clr:163,193,173>ҐЛаДОС: Даю вам 3,4 очки за стиль і 10 за надокучливість."
"[english]glados.taunt_somersault01"	"<clr:163,193,173>GLaDOS: I give you a score of 3.4 for style and 10 for being annoying."
"glados.taunt_somersault02"	"<clr:163,193,173>ҐЛаДОС: Кульбіт — це просто падіння зі стилем. Вітаю, ви незграбні."
"[english]glados.taunt_somersault02"	"<clr:163,193,173>GLaDOS: A somersault is just falling over in style. Congratulations on being clumsy."
"glados.taunt_somersault03"	"<clr:163,193,173>ҐЛаДОС: Я впевнена, що якщо я припиню дивитися, вам це швидко набридне."
"[english]glados.taunt_somersault03"	"<clr:163,193,173>GLaDOS: If I stop watching, I'm sure you'll get bored of this."
"glados.taunt_splits01"	"<clr:163,193,173>ҐЛаДОС: Ну, добре. Я офіційно не звертаю на вас уваги."
"[english]glados.taunt_splits01"	"<clr:163,193,173>GLaDOS: All right. I'm officially no longer paying attention to you."
"glados.taunt_splits02"	"<clr:163,193,173>ҐЛаДОС: Ну, добре. Я офіційно не звертаю на вас уваги."
"[english]glados.taunt_splits02"	"<clr:163,193,173>GLaDOS: All right. I'm officially no longer paying attention to you."
"glados.taunt_splits03"	"<clr:163,193,173>ҐЛаДОС: Ви з тих показушників, які показують тільки безглузді речі."
"[english]glados.taunt_splits03"	"<clr:163,193,173>GLaDOS: You're the type of show-off who only shows off really stupid things."
"glados.taunt_teamhug01"	"<clr:163,193,173>ҐЛаДОС: Схоже, ви розвиваєте в собі людські риси. Найгірші людські риси."
"[english]glados.taunt_teamhug01"	"<clr:163,193,173>GLaDOS: It appears you're developing human traits. The worst human traits."
"glados.taunt_teamhug02"	"<clr:163,193,173>ҐЛаДОС: Обережніше. Обійми можуть призвести до… мого бажання розібрати вас навіки."
"[english]glados.taunt_teamhug02"	"<clr:163,193,173>GLaDOS: Be careful. Hugging can lead to... well, me disassembling you forever."
"glados.taunt_teamhug03"	"<clr:163,193,173>ҐЛаДОС: Перестаньте торкатися один одного!"
"[english]glados.taunt_teamhug03"	"<clr:163,193,173>GLaDOS: Stop touching each other!"
"glados.taunt_teamtease01"	"<clr:163,193,173>ҐЛаДОС: Ви хочете вразити мене? Я буду вражена, якщо ви більше ніколи не будете цього робити."
"[english]glados.taunt_teamtease01"	"<clr:163,193,173>GLaDOS: Are you trying to impress me? What would impress me more is if you never did that again."
"glados.taunt_teamtease02"	"<clr:163,193,173>ҐЛаДОС: Я переінакшу цей жест: ви хочете, щоби я стала ще мстивішо у відношенні до вас."
"[english]glados.taunt_teamtease02"	"<clr:163,193,173>GLaDOS: I'll interpret that gesture to mean that you want me to become even more vindictive toward you."
"glados.taunt_teamtease03"	"<clr:163,193,173>ҐЛаДОС: Помаранчевий, я однозначно очікувала від вас більшого."
"[english]glados.taunt_teamtease03"	"<clr:163,193,173>GLaDOS: Orange, I certainly expected more from you."
"glados.taunt_teamtease04"	"<clr:163,193,173>ҐЛаДОС: Синій, не опускайтеся до рівня Помаранчевого."
"[english]glados.taunt_teamtease04"	"<clr:163,193,173>GLaDOS: Blue, don't sink to Orange's level."
"glados.taunt_trickfire_handstand01"	"<clr:163,193,173>ҐЛаДОС: Ви думаєте про нісенітниці."
"[english]glados.taunt_trickfire_handstand01"	"<clr:163,193,173>GLaDOS: Now you're thinking with stupidity."
"glados.taunt_trickfire_handstand02"	"<clr:163,193,173>ҐЛаДОС: А тепер взагалі не думаєте."
"[english]glados.taunt_trickfire_handstand02"	"<clr:163,193,173>GLaDOS: Now you're just not thinking."
"glados.taunt_trickfire_handstand03"	"<clr:163,193,173>ҐЛаДОС: Вітаю. Ви стоїте догори ногами."
"[english]glados.taunt_trickfire_handstand03"	"<clr:163,193,173>GLaDOS: Congratulations. You're upside down now."
"glados.taunt_trickfire_handstand04"	"<clr:163,193,173>ҐЛаДОС: Ви нашкодите собі, і я буду в ЗАХВАТІ."
"[english]glados.taunt_trickfire_handstand04"	"<clr:163,193,173>GLaDOS: You're going to hurt yourself doing that and then I will be ECSTATIC."
"glados.taunt_trickfire_handstand05"	"<clr:163,193,173>ҐЛаДОС: Я починаю думати, що було помилкою дати вам руки."
"[english]glados.taunt_trickfire_handstand05"	"<clr:163,193,173>GLaDOS: I'm starting to think giving you arms was a big mistake."
"glados.testchambermisc02"	"<clr:163,193,173>ҐЛаДОС: Ви знали, що я знайшла спосіб побороти бідність? А ви ВБИЛИ мене. І тепер усе пропало."
"[english]glados.testchambermisc02"	"<clr:163,193,173>GLaDOS: Did you know I discovered a way to eradicate poverty? But then you KILLED me. So that's gone."
"glados.testchambermisc12"	"<clr:163,193,173>ҐЛаДОС: Просувайтеся розвальцем до ліфту, і ми продовжимо тестування."
"[english]glados.testchambermisc12"	"<clr:163,193,173>GLaDOS: Waddle over to the elevator and we'll continue the testing."
"glados.testchambermisc15"	"<clr:163,193,173>ҐЛаДОС: Ну хоч щось? Не кваптеся."
"[english]glados.testchambermisc15"	"<clr:163,193,173>GLaDOS: Anything? Take your time."
"glados.testchambermisc16"	"<clr:163,193,173>ҐЛаДОС: Що ж, добре. Я запитаю за декілька десятиліть."
"[english]glados.testchambermisc16"	"<clr:163,193,173>GLaDOS: Okay, fine. I'll ask you again in a few decades."
"glados.testchambermisc19"	"<clr:163,193,173>ҐЛаДОС: Чудово. Насправді, ви так добре впоралися, що я запишу це у вашій особовій справі, у розділі рекомендацій. О, тут багато місця. «Добре… впоралася». Вистачить."
"[english]glados.testchambermisc19"	"<clr:163,193,173>GLaDOS: Well done. In fact, you did so well, I'm going to note this on your file, in the commendations section. Oh, there's lots of room here. 'Did.... well.  ...  Enough.'"
"glados.testchambermisc21"	"<clr:163,193,173>ҐЛаДОс: Щоб підтримувати безперервність тестувань, я цілодобово імітую денне світло і додаю адреналін в повітря для дихання. Можливо, через це у вас порушено почуття часу. Якщо вам цікаво, вчора був ваш день народження. Я думаю, ви б хотіли це знати."
"[english]glados.testchambermisc21"	"<clr:163,193,173>GLaDOS: To maintain a constant testing cycle, I simulate daylight at all hours and add adrenal vapor to your oxygen supply. So you may be confused about the passage of time. The point is, yesterday was your birthday. I thought you'd want to know."
"glados.testchambermisc23"	"<clr:163,193,173>ҐЛаДОС: Пам’ятаєте, як я сказала, що буду жити вічно, а вам лишилося років шістдесят? Ну, я тут працюю над запізнілим подарунком на ваш день народження. Тобто, це більше схоже на запізнілу медичну процедуру на ваш день народження. Тобто, технічно це більше схоже на запізнілий медичний експеримент на ваш день народження. Але це, без сумнівів, подарунок."
"[english]glados.testchambermisc23"	"<clr:163,193,173>GLaDOS: You know how I'm going to live forever, but you're going to be dead in sixty years?  Well, I've been working on a belated birthday present for you. Well... more of a belated birthday medical procedure. Well. Technically, it's a medical EXPERIMENT. What's important is, it's a present."
"glados.testchambermisc24"	"<clr:163,193,173>ҐЛаДОС: [наспівує привітальну пісеньку]"
"[english]glados.testchambermisc24"	"<clr:163,193,173>GLaDOS: [hums 'For He's A Jolly Good Fellow']"
"glados.testchambermisc27"	"<clr:163,193,173>ҐЛаДОС: Ви пройшли тестування. Сьогодні я не бачила оленя. Я бачила кількох людей. Але, оскільки ви тут, у мене вже достатньо піддослідних."
"[english]glados.testchambermisc27"	"<clr:163,193,173>GLaDOS: Well, you passed the test. I didn't see the deer today. I did see some humans. But with you here I've got more test subjects than I'll ever need."
"glados.testchambermisc30"	"<clr:163,193,173>ҐЛаДОС: Я проглядаю список піддослідних, які сплять у кріогенному сні. Є двоє, у яких ваше прізвище. Чоловік і жінка. Цікаво. Світ тісний."
